account_email,employment_company_name,name,start_date,end_date,currently_working,description,roles_and_responsibilities,technologies_used
ahmad@elsner.in,Attune Infocom Pvt. Ltd,Ahmad Palsaniya,01/01/2017,12/12/2021,FALSE,ZAMY is a combination of RESTAURANT MANAGEMENT POINT OF SALES FOOD ORDERING DELIVERY PARTNER. - We not only connect people to food but work closely with restaurants to Manage their Restaurant Sales Food Delivery and Food Ordering System to enable a sustainable ecosystem of restaurants. - The system that existed was extremely complex and not connected with each other. We pivoted everything on the one platform called ZAMY we know today. ,IOS Developer,
ahmad@elsner.in,Attune Infocom Pvt. Ltd,Ahmad Palsaniya,01/01/2017,12/12/2021,FALSE,"
All in the loop is a platform of virtual event management. - This app implemented Broadcasting live streaming meeting room video calling audio calling and many more features available for connecting people virtually. - Here we are using agora sdk and Twilio sdk for the live streaming concept. - Also implemented real-time chat through a web socket ",IOS Developer,
krishn.tushar@gmail.com,Neepanlok Infotech Pvt. Ltd,Tushar Krishna Srivastava ,04/04/2017,03/03/2021,FALSE,,"Devops Engineer
Engaged with internal stakeholders software engineers data scientistsand other technologists.
● Incorporated Git workflows into the version control process.
● Automated build and deployment to reduce human error and speed upproduction.
● Infrastructure management for a robust cloud platform based on Azure
● Used Terraform to set up the Azure resources
● Responsible for server configuration management via Ansible andenvironments management
● Managed 100% of Azure cloud environments automation
● Implementing APM Monitoring Using ELK",AzureTerraformGIT ELK Ansible
krishn.tushar@gmail.com,Neepanlok Infotech Pvt. Ltd,Tushar Krishna Srivastava ,04/04/2021,08/04/2023,TRUE,,"Sr.Devops Engineer
Configuring Jenkins Pipeline for Creating CI/CD for different Environments
● Designing and Provisioning new UAT Environment
● Migrating the old Prod AKS Cluster to a new reconfigured Cluster
● Creating Logic Apps for scheduling Virtual Machine run time
● Cost-Optimization to reduce the overall cost
● Implementing new Methodology for the SSL implementation
● Setting Up Automation for the various tasks to reduce manual interventions
● Setting up and Configuring HAProxy Server for the Staging Environments
● Debugging and Resolving any old Underlying Issues",Azure Jenkins AKS Terraform
krishn.tushar@gmail.com,ClimsTech Pvt. Ltd,Tushar Krishna Srivastava ,04/04/2017,03/03/2021,FALSE,,"Sr.Devops Engineer
Providing support in debugging and resolving critical issues
● Setting up managing infrastructure resources
● Infrastructure provisioning using Terraform
● Supporting in Linux Admin related task
● Handling CI/CD forPHP application stack
● Handling the Release Cycle for the Deployment
● Ensuring the Proper Compliance is met and the SLA is implemented.
● Working with Developers Release management and tool decision team to enhance CI/CD pipeline.
● APM monitoring using Prometheus and Grafana
● Responsible for Docker container creation and management Docker file management deployment of micro services to container
● Setting up and managing the application and its dependencies
● Providing direction and guidance to the team",Azure Terraform GitHub PHP Nginx Prometheus EKS
krishn.tushar@gmail.com,ClimsTech Pvt. Ltd,Tushar Krishna Srivastava ,04/04/2017,03/03/2021,FALSE,,"Sr.Devops Engineer
Incorporated Git workflows into the version control process.
● Reduced the monthly cost by removing unnecessary servers and databases.
● Implemented and maintained GitHub Runner CI/CD pipelines for code deployment.
● The servers and resources were provisioned using Terraform on Azure.
● Build and deployment of docker containers for implementing the microservice architecture from a monolithic architecture.
● Using Kubernetes to orchestrate a Docker container cluster.
● Provided local and cloud deployment management using Kubernetes.
● Have worked on Docker containers image managementImplementation of docker best practices",Azure Terraform GitHub Ansible Docker Kubernetes
sumeet@teaminnovatics.com,Innovatics,Sumit Rathi,01/01/2023,08/04/2023,TRUE,," Senior Business Analyst
Leading a team of 6 BI developers responsible for overseeing their daily projects and assisting them in overcoming any challenges they encounter.
• Liaised closely with multiple stakeholders regularly presenting insights & recommendations to Senior stakeholders.
• Built end-to-end data pipelines in Azure Data Factory to extract data from multiple APIs and load it into Azure SQL enabling seamless data flow and generating actionable insights through Power BI.
• Advised and guided the client in setting up their Power BI infrastructure from scratch leveraging myexpertise in Power BI architecture and best practices to ensure optimal performance and scalability
• Allocating Resources into client accounts to generate additional business for the company""                 ",
sumeet@teaminnovatics.com,Innovatics,Sumit Rathi,10/10/2021,12/12/2022,FALSE,,"Business Analyst

Designing and developing end-to-end BI solutions using Power BI from data modeling and ETL to report/dashboard development and deployment.
• Developed predictive models and forecasts using Power BI that helped clients anticipate future trends and make informed decisions
• Lead Transformation of client's excel based analysis operation to near real-time Business intelligence environment
• Developed a complex report demonstrating how the SMS service utilized by the client boosted patient appointments and increased revenue by 20 %
• Developed a chatbot using Rasa that enables patients to easily schedule appointments for medical assistance streamlining the process and improving accessibility
• Utilized ML attribution modeling to create a Power BI report that recommended the optimal allocation of the client's digital marketing budget across various social media channels based on their historical performance and ROI.        ",
sumeet@teaminnovatics.com,Open Destinations,Sumit Rathi,01/01/2020,09/09/2021,FALSE,," Business Intelligence
Responsible for managing & maintaining client relationships & working as liaison between Offshore & business team.
• Creating a dedicated Dashboard to track high-priority work items and streamlining the efforts of project coordinators through automation
• Developed a new module for an existing product to better meet the need of the clients
• Understanding business requirements extensive analysis in SQL Excel and translating them into technical requirements for the team.
• Involved in performance tuning and fixed bottlenecks for the processes using SQL which were already running in production.
• Responsible for day-to-day task management mentoring of new associates and leading delivery of project
deliverables.",
prathamesh.kulkarni@salorix.in,Salorix Consulting,Prathmesh Kulkarni,03/03/2022,08/04/2023,TRUE,"This application is used to provide secret manager services across the organization. This includes support for all users to store their secret  create key vault  Role assignment password rotation Grant-Revoke access. All these secret management service is provided in most secured way as following all the best security practises. This application uses modern tech stacks such as GraphQL Azure functions C# Durable functions Angular PWA Dockerize deployment.
",Sr. .Net Developer,C# .Net Core GraphQL Azure Devops Angular Docker Devops
prathamesh.kulkarni@salorix.in,Saviant Consulting Pvt. Ltd (India),Prathmesh Kulkarni,07/07/2018,03/01/2022,FALSE,"
This application is used to discover the devices available in network and communicate the monitoring devices which measures data from multiple sensors. This is a subscription-based application In which changed in device properties can be purchased as a subscription and used. This application also uses GraphQL to represent device structure to outside application. The application helps to keep track of devices its measurement data and some physic calculation over sensor data such as unit conversion Zeroing etc. This application do not uses any database to store its data. All streaming data gets stored in file bases system. These devices supports OPC UA client server structure which helps to communicate. OPC UA node structure defines device object model and its hierarchy. Application helps in tracking the maintenance schedule of the devices",Technology Lead,C# .Net Core GraphQL AWS Devops MQTT OPC UA MDNS Docker
prathamesh.kulkarni@salorix.in,ASM ENTERPRISE SOLUTIONS,Prathmesh Kulkarni,05/05/2017,07/05/2018,FALSE,The application provides the facility for Horse owners in US to show case their horses. This application mainly works for American paint horse association. This application allows user to purchase  transfer their horses. Organize and participate in multiple shows. It also provides horse owners to conduct multiple medical health check-up of horses such as DNA.,Senior Software Engineer,MEAN Stack AWS Elastic Search JavaScript Docker Cloud Security
prathamesh.kulkarni@salorix.in,SUVIDHAA INFOSERVE (India).,Prathmesh Kulkarni,03/03/2014,04/04/2017,FALSE,The application helps the industry to scan multiple documents perform data operation and provide analytics. This existing application uses on-premises data centre. Our team helps them to migrate their whole application Azure cloud with different environment setup. We organize their release process and provided containerization deployment support.,Technical lead,Docker Devops Batch scripts
prathamesh.kulkarni@salorix.in,BSG IT SOFT,Prathmesh Kulkarni,04/04/2013,05/05/2014,FALSE,The application is meant for the Reliance LPG gas user. This applications keeps track of their users analytics data and tracking of their bottling plants. Used RFID and barcode implementation to keeps track of LPG cylinders. Used google api for live tracking of delivery. Integrate Billdesk payment gateway which helps user to pay amount using UPIcard and netbanking. Later we migrate this application on AWS cloud platform to reduce in house data centre infra cost.,Software Developer,C# .Net Core REST API Entity Framework Code First Linq Bootstrap 2 JQuery HTML5 CSS.
prathamesh.kulkarni@salorix.in,Techmodi Inc. (India),Prathmesh Kulkarni,02/02/2012,04/04/2013,FALSE,This application is used to authenticate user from Azure AD to provide secured session based access to AWS services. This helps to minimize risk and provide most secure access to AWS without separately authorizing on AWS side. For this We have used AWS sts sessions.,Software Engineer,C# .Net Core AWS DevOps Docker
bhaveshbhuva108@gmail.com,Eliteware Solutions Pvt Ltd.,Bhavesh R. Bhuva,06/06/2018,08/04/2023,TRUE,Balaji restaurant received assistance from Eliteware solutions to design an appealing website that provides a user-friendly experience to all visitors regardless of their level of technological expertise. The website is mobile-friendly and can be accessed on any mobile device. Additionally Eliteware aided in promoting the restaurant through digital marketing efforts to raise awareness in the local community.,,
bhaveshbhuva108@gmail.com,Eliteware Solutions Pvt Ltd.,Bhavesh R. Bhuva,06/06/2018,08/04/2023,TRUE,We worked with LovinDxb to create a stunning and clearer website that escalated the traffic of the number of visitors seeking what Dubai has to offer in their favour. We created simple design attractive pages and segregated the services like best places in town night life ladies night etc. that led to hassle-free and quick searches for the website. They have become a one-stop-solution for all travel woes when in Dubai and takes you on a virtual tour of dreaming and planning,,
bhaveshbhuva108@gmail.com,IBL INFOTECH PVT. LTD,Bhavesh R. Bhuva,06/06/2016,05/05/2018,FALSE,"Arvind Envisol is a renowned brand that offers top-notch wastewater management services to industries enabling them to balance profitability with sustainability by optimizing their limited water resources. However the company faced the challenge of raising awareness in society and encouraging industries to adopt its solutions.
The primary reasons for this were their outdated website design and lack of digital marketing strategies. To address these challenges Arvind Envisol needed to revamp its online presence and implement effective digital marketing processes to promote its services and increase visibility.",Wordpress Developer,
bhaveshbhuva108@gmail.com,Upwork,Bhavesh R. Bhuva,04/04/2014,12/12/2016,FALSE,"
Created and designed 290 APIs that map the distance and automate calls using the Àaravel framework for iOS¹application. Developed a chat module using meteor framework for internal communication in a company. Aed a team of 12 developers and nine interns. Implemented the Scrum methodology to save 8+ meeting hours per week per dev and improve the overall efficiency & productivity of the team.",PHP Web Developer,


